Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
Nội dung nào dưới đây là đặc điểm của các loại hình tôn giáo trong xã hội nguyên thuỷ?,Multiple Choice,Có hệ thống tổ chức và những người hoạt động tôn giáo chuyên nghiệp.,Chưa có hệ thống tổ chức và những người hoạt động tôn giáo chuyên nghiệp.,Có hệ thống tổ chức nhưng chưa có những người hoạt động tôn giáo chuyên nghiệp.,Chưa có hệ thống tổ chức nhưng có những người hoạt động tôn giáo chuyên nghiệp.,,2,30,
Tôn giáo nguyên thuỷ phản ánh một thực trạng xã hội mà,Multiple Choice,"nhận thức của con người quá thấp kém, thậm chí mông muội.",mâu thuẫn giai cấp ngày càng sâu sắc.,sự áp bức giai cấp bắt đầu xuất hiện.,"đời sống vật chất, tinh thần của con người còn nhiều khó khăn.",,1,30,
Loại hình tôn giáo mà đối tượng thờ phụng là những vị thần của một dân tộc; ảnh hưởng của vị thần đó chỉ giới hạn chủ yếu trong phạm vi một dân tộc nhất định là nội dung thể hiện khái niệm,Multiple Choice,tôn giáo vùng miền.,tôn giáo dân tộc.,tôn giáo khu vực.,tôn giáo quốc tế.,,2,30,
Đặc trưng nổi bật của tôn giáo dân tộc là,Multiple Choice,tính chất dân tộc.,tính chất giai cấp.,tính chất khu vực.,tính chất vùng miền.,,1,30,
"Vượt ra khỏi phạm vi một dân tộc, một quốc gia, tôn giáo này ảnh hưởng đến nhiều quốc gia, nhiều khu vực khác nhau, thậm chí, toàn thế giới, đây là hình thức",Multiple Choice,tôn giáo dân tộc.,tôn giáo khu vực và tôn giáo thế giới.,tôn giáo khu vực.,tôn giáo vùng miền.,,2,30,
Đặc trưng nổi bật của tôn giáo khu vực và tôn giáo thế giới là,Multiple Choice,"tính đa vùng miền, đơn quốc gia.","tính đơn dân tộc, đơn quốc gia.","tính đa dân tộc, đa quốc gia.","tính đơn dân tộc, đa quốc gia.",,3,30,
Tôn giáo nào dưới đây ra đời ở Việt Nam,Multiple Choice,Đạo Phật.,Đạo Hồi.,Đạo Cao Đài.,Đạo Ki-tô.,,3,30,
Tôn giáo nào dưới đây không phải là tôn giáo ra đời ở Việt Nam?,Multiple Choice,Tứ Ân Hiếu Nghĩa.,Đạo Cao Đài.,Đạo Hòa Hảo.,Đạo Phật.,,4,30,
"Nhận định “Tất cả mọi tôn giáo chẳng qua chỉ là sự phản ánh hư ảo - vào trong đầu óc của con người - những lực lượng ở bên ngoài chi phối cuộc sống hằng ngày của họ, chỉ là sự phản ánh trong đó những lực lượng ở trần thế đang mang hình thức những lực lượng siêu trần thế” là của",Multiple Choice,C. Mác.,V.I. Lênin.,Ph. Ăngghen.,Hồ Chí Minh.,,3,30,
Nhận định: “Tôn giáo là sự tự ý thức và sự tự cảm giác của con người chưa tìm được bản thân mình hoặc đã lại để mất bản thân mình một lần nữa” là của,Multiple Choice,C. Mác.,Ph. Ăngghen.,V.L Lênin.,Hồ Chí Minh.,,1,30,
"Tôn giáo là một hiện tượng xã hội phản ánh sự bất lực và bế tắc của con người trước tự nhiên và xã hội, tuy nhiên, tôn giáo cũng chứa đựng một số giá trị phù hợp với đạo đức, đạo lí của con người là nội dung thể hiện",Multiple Choice,nguồn gốc của tôn giáo.,bản chất của tôn giáo,tính chất của tôn giáo,chức năng của tôn giáo.,,2,30,
Tôn giáo mang thế giới quan,Multiple Choice,duy vật.,duy tâm.,"vừa duy vật, vừa duy tâm.",duy vật biện chứng.,,2,30,
"Nội dung nào dưới đây phản ánh đúng nhất lập trường của những người cộng sản về vấn đề tín ngưỡng, tôn giáo?",Multiple Choice,"Nhanh chóng xoá bỏ tín ngưỡng, tôn giáo.","Luôn tôn trọng quyền tự do tín ngưỡng, tôn giáo của nhân dân.","Không quan tâm đến nhu cầu tín ngưỡng, tôn giáo của nhân dân.",Sử dụng bạo lực để giải quyết vấn đề tôn giáo.,,2,30,
"Khi nghiên cứu vấn đề tôn giáo, để tránh quan điểm, tư tưởng, nhận thức có tính cực đoan, ta không được đối lập một cách cực đoan tôn giáo với",Multiple Choice,giáo dục.,các vấn đề chính trị.,khoa học.,nền kinh tế thị trường.,,3,30,
Nội dung nào sau đây không phải là nguồn gốc dẫn tới sự ra đời của tôn giáo?,Multiple Choice,"Tự nhiên, kinh tế - xã hội.",Nhận thức.,Giáo dục,Tâm lí,,3,30,
"Sự bất lực của con người trong cuộc đấu tranh với tự nhiên, xã hội để giải quyết các yêu cầu, các mục đích kinh tế - xã hội, cũng như cuộc sống của bản thân họ là nội dung phản ánh nguồn gốc",Multiple Choice,nhận thức của tôn giáo.,tâm lí của tôn giáo.,"tự nhiên, kinh tế - xã hội của tôn giáo.",văn hóa của tôn giáo.,,3,30,
"Sự bần cùng về kinh tế, nạn áp bức về chính trị, sự hiện diện của những bất công xã hội cùng với những thất vọng, bất hạnh trong cuộc đấu tranh của giai cấp bị trị là nội dung phản ánh nguồn gốc",Multiple Choice,tự nhiên của tôn giáo.,nhận thức của tôn giáo.,tâm lí của tôn giáo.,kinh tế - xã hội của tôn giáo,,4,30,
"Câu nói: “Sự bất lực của giai cấp bị bóc lột trong cuộc đấu tranh chống bọn bóc lột tất nhiên đẻ ra lòng tin vào cuộc đời đẹp hơn ở thế giới bên kia, cũng giống y như sự bất lực của con người dã man trong cuộc đấu tranh chống thiên nhiên đẻ ra lòng tin vào thần thánh, ma quỷ và những phép màu...” là của",Multiple Choice,G.W.F. Hegel.,V.I. Lênin,C. Mác.,Ph. Ăngghen..,,2,30,
"Khi khoảng cách giữa biết và chưa biết vẫn tồn tại, khi những điều mà khoa học chưa giải thích được, thì điều này được giải thích thông qua lăng kính các tôn giáo là nội dung của nguồn gốc",Multiple Choice,kinh tế - xã hội.,tâm lí.,nhận thức.,văn hóa.,,3,30,
Con người chỉ sáng tạo ra tôn giáo khi trình độ nhận thức đạt tới khả năng tư duy,Multiple Choice,"trừu tượng hóa, khái quát hóa.",logic và trừu tượng.,tổng hợp và phân tích.,"chi tiết hóa, trừu tượng hóa.",,1,30,
Câu: “Sự sợ hãi sinh ra thần linh” bàn đến nguồn gốc nào dưới đây của tôn giáo?,Multiple Choice,Tâm lí.,"Tự nhiên, kinh tế - xã hội.",Nhận thức.,Văn hóa.,,1,30,
"Câu: “Sợ hãi trước các thế lực mù quáng của tư bản, - mù quáng vì quần chúng nhân dân không thể đoán trước được nó, - là thế lực bất cứ lúc nào trong đời sống của người vô sản và người tiểu chủ, cũng đe doạ đem lại cho họ và đang đem lại cho họ sự phá sản “đột ngột”, “bất ngờ”, “ngẫu nhiên”, làm cho họ phải diệt vong, biến họ thành người ăn xin, một kẻ bần cùng, một gái điếm, và dồn họ vào cảnh chết đói, đó chính là nguồn gốc sâu xa của tôn giáo hiện đại” là của",Multiple Choice,G.W.F. Hegel.,C. Mác.,Ph. Ăngghen,V.I. Lênin.,,4,30,
"Không chỉ sự sợ hãi, lo lắng mà ngay cả tình yêu, lòng biết ơn, sự kính trọng,... trong mối quan hệ giữa con người với tự nhiên và con người với con người nhiều khi cũng được thể hiện qua tín ngưỡng, tôn giáo là nội dung thể hiện nguồn gốc nào dưới đây của tôn giáo?",Multiple Choice,Nhận thức.,Tâm lí.,Tự nhiên.,Kinh tế - xã hội.,,2,30,
Nội dung nào dưới đây không phải là tính chất của tôn giáo?,Multiple Choice,Tính lịch sử.,Tính quần chúng.,Tính logic.,Tính chính trị.,,3,30,
Tôn giáo có tính chất nào dưới đây?,Multiple Choice,Tính logic.,Tính khái quát.,Tính chính trị.,Tính tổng hợp.,,3,30,
"Tôn giáo hình thành, tồn tại và phát triển trong những giai đoạn lịch sử nhất định, nó có khả năng biến đổi, thích nghi với nhiều chế độ chính trị - xã hội, khi các điều kiện kinh tế, xã hội thay đổi, tôn giáo cũng thay đổi theo là nội dung thể hiện",Multiple Choice,tính quần chúng của tôn giáo.,tính lịch sử của tôn giáo.,tính chính trị của tôn giáo.,tính chính trị - lịch sử của tôn giáo.,,2,30,
"Việc các tôn giáo bị phân liệt, chia tách thành nhiều tôn giáo, nhiều hệ phái khác nhau do sự thay đổi của các điều kiện lịch sử, kinh tế - xã hội phản ánh tính chất nào dưới đây của tôn giáo?",Multiple Choice,Tính quần chúng.,Tính chính trị.,Tính lịch sử.,Tính khái quát.,,3,30,
"Theo quan điểm của chủ nghĩa Mác - Lênin, khi khoa học và giáo dục giúp cho đại đa số quần chúng nhân dân nhận thức được bản chất của các hiện tượng tự nhiên, tôn giáo sẽ",Multiple Choice,ngày càng phát triển.,biến mất hoàn toàn.,trở nên khoa học.,dần mất đi vị trí của nó.,,4,30,
"Tôn giáo là một hiện tượng xã hội phổ biến ở tất cả các dân tộc, quốc gia, châu lục; không một quốc gia dân tộc nào không có một hay nhiều tôn giáo là nội dung thể hiện",Multiple Choice,tính quần chúng của tôn giáo.,tính phổ biến của tôn giáo.,tính quốc tế của tôn giáo.,tính chính trị của tôn giáo.,,1,30,
"Số lượng tín đồ tôn giáo đông đảo, các tôn giáo là nơi sinh hoạt văn hóa, tinh thần của một bộ phận khá đông đảo quần chúng nhân dân là nội dung thể hiện tính chất nào dưới đây của tôn giáo?",Multiple Choice,Tính chính trị.,Tính xã hội.,Tính giai cấp.,Tính quần chúng.,,4,30,
"Khi xã hội có sự phân chia giai cấp, có sự khác biệt, sự đối kháng về lợi ích kinh tế, chính trị giữa các giai cấp thì tôn giáo xuất hiện thêm",Multiple Choice,tính chính trị.,tính lịch sử.,tính quần chúng.,tính văn hóa.,,1,30,
Nội dung nào dưới đây không phải là chức năng của tôn giáo?,Multiple Choice,Kinh tế.,Thế giới quan.,Đền bù hư ảo.,Điều chỉnh hành vi đạo đức.,,1,30,
Nội dung nào dưới đây là chức năng của tôn giáo?,Multiple Choice,Phát triển xã hội.,Kinh tế.,"Đối nội, đối ngoại.","Liên kết cộng đồng và chuyển tải, bảo lưu văn hóa.",,4,30,
"Tôn giáo giúp con người có những nhận thức nhất định về thế giới và con người, thông qua hệ thống giáo thuyết của nó là nội dung thể hiện chức năng nào dưới đây của tôn giáo?",Multiple Choice,Chức năng thế giới quan.,Chức năng đền bù hư ảo.,Chức năng điều chỉnh hành vi đạo đức.,"Chức năng liên kết cộng đồng và chuyển tải, bảo lưu văn hóa.",,1,30,
Sự phản ánh thế giới của tôn giáo là sự phản ánh có tính chất,Multiple Choice,chân thực.,"hoang đường, hư ảo.",khách quan.,"chân thực, chủ quan.",,2,30,
"Trong tôn giáo, con người đã biến cái chủ quan thành khách quan, biến cái chỉ tồn tại trong tư duy của mình, trong sự tưởng tượng của mình thành một cái tồn tại ở bên ngoài tư duy của mình và gán cho nó một sức mạnh siêu nhiên là nội dung thể hiện tính chất nào dưới đây trong sự phản ánh thế giới của tôn giáo?",Multiple Choice,"Chân thực, khách quan.","Chân thực, chủ quan.","Hoang đường, hư ảo.","Khách quan, mơ hồ.",,3,30,
Ý nào dưới đây thể hiện đầy đủ nhất nội dung luận điểm của C. Mác: “Tôn giáo là thuốc phiện của nhân dân”?,Multiple Choice,"Tôn giáo là một liều thuốc có tính chất gây nghiện, tiêm nhiễm cho con người những quan niệm phi khoa học.","Tôn giáo làm dịu nỗi đau, bù đắp những thiếu hụt về mặt tinh thần, đồng thời cũng có thể tác động có hại đối với con người.","Tôn giáo nguy hiểm như một thứ thuốc phiện, cần loại bỏ ngay ra khỏi đời sống.","Tôn giáo giống như thuốc phiện làm cho con người rơi vào trạng thái sống ảo, làm cho con người trở nên thiếu minh mẫn.",,2,30,
Tôn giáo điều chỉnh hành vi đạo đức của con người thông qua,Multiple Choice,hệ thống giá trị chuẩn mực của tôn giáo.,các quy định của pháp luật.,các chuẩn mực đạo đức chung của xã hội.,hệ thống quy định của địa bàn cư trú.,,1,30,
"Nội dung nào dưới đây không là biểu hiện của chức năng liên kết cộng đồng và chuyển tải, bảo lưu văn hóa của tôn giáo?",Multiple Choice,"Liên kết, giữ gìn ổn định trật tự xã hội dựa trên hệ thống giá trị và chuẩn mực chung.","Nâng cao đời sống vật chất, tinh thần của đông đảo quần chúng nhân dân.","Tập hợp các lực lượng đấu tranh chống áp bức, bóc lột, chống lại các thế lực chính trị - xã hội phản tiến bộ đương thời.","Góp phần giao lưu giữa các quốc gia, dân tộc và các nền văn hóa.",,2,30,
"Nền kinh tế nhiều thành phần vận hành theo cơ chế thị trường với những mặt trái của nó dẫn tới sự bất bình đẳng, sự may rủi, ngẫu nhiên, phân hóa giàu nghèo là nguyên nhân dẫn đến sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực",Multiple Choice,kinh tế.,nhận thức.,văn hóa.,chính trị - xã hội.,,1,30,
Nhiều thế lực vẫn chú ý duy trì và lợi dụng tôn giáo vào các mục đích chính trị khác nhau là nội dung thể hiện nguyên nhân nào dưới đây dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,kinh tế.,chính trị - xã hội.,văn hóa.,nhận thức.,,2,30,
Nội dung nào dưới đây không là nguyên nhân chính trị - xã hội dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,Nền kinh tế nhiều thành phần vận hành theo cơ chế thị trường với nhiều mặt trái của nó.,Nhiều thế lực chính trị vẫn chú ý duy trì và lợi dụng tôn giáo vào các mục đích chính trị khác nhau.,"Nỗi lo sợ của quần chúng nhân dân về chiến tranh, đói nghèo, bệnh tật hiểm nghèo.",Tôn giáo tự biến đổi và thích nghi với điều kiện chính trị - xã hội mới để tồn tại.,,1,30,
"Sinh hoạt tín ngưỡng, tôn giáo có khả năng đáp ứng nhu cầu văn hóa, tinh thần và có ý nghĩa giáo dục về ý thức cộng đồng, đạo đức, phong cách, lối sống là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế,Văn hóa.,Chính trị - xã hội.,Tâm lí.,,2,30,
"Nhiều giá trị của các tôn giáo đang có những đóng góp to lớn và trở thành một bộ phận quan trọng trong nền văn hóa mỗi dân tộc, mỗi quốc gia là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế.,Văn hóa,Chính trị - xã hội.,Nhận thức.,,2,30,
"Còn nhiều vấn đề mà khoa học chưa thể làm rõ; mặt bằng dân trí chưa thật cao, khả năng nhận thức những vấn đề xảy ra trong cuộc sống còn nhiều hạn chế là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Kinh tế.,Chính trị.,Nhận thức.,Văn hóa.,,3,30,
"Con người đôi khi vẫn cảm thấy sợ hãi, lo lắng, bất an khi đối diện với những tác động bởi sức mạnh tự phát từ tự nhiên, xã hội là nguyên nhân dẫn tới sự tồn tại của tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội ở lĩnh vực nào dưới đây?",Multiple Choice,Chính trị,Tâm lí.,Nhận thức.,Kinh tế.,,2,30,
Một trong những nguyên tắc cơ bản trong việc giải quyết vấn đề tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội là,Multiple Choice,phân biệt hai mặt chính trị và tư tưởng trong giải quyết vấn đề tôn giáo.,dần dần loại bỏ tôn giáo ra khỏi đời sống xã hội.,"kiên quyết đấu tranh với những phần tử, những hoạt động lợi dụng tôn giáo chống phá cách mạng.",các tôn giáo đều bình đẳng.,,1,30,
Nội dung nào dưới đây không phải là nguyên tắc cơ bản trong việc giải quyết vấn đề tôn giáo trong thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,"Nhân nhượng với những phần tử, những hoạt động lợi dụng tôn giáo chống phá cách mạng.","Tôn trọng, đảm bảo quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.","Khắc phục dần những ảnh hưởng tiêu cực của tôn giáo gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới, phát huy những mặt tích cực của tôn giáo.",Phân biệt hai mặt chính trị và tư tưởng trong việc giải quyết vấn đề tôn giáo.,,1,30,
"Việc theo đạo, đổi đạo, hay không theo đạo thuộc quyền tự do lựa chọn của mồi người dân, không cá nhân, tổ chức nào được quyền can thiệp vào sự lựa chọn này là nội dung của nguyên tắc",Multiple Choice,"khắc phục dần những ảnh hưởng tiêu cực của tôn giáo phải gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới.","tôn trọng, bảo đảm quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.",phân biệt hai mặt chính trị và tư tưởng của tôn giáo.,quan điểm lịch sử cụ thể trong việc giải quyết vấn đề tôn giáo.,,2,30,
"Mọi hành vi cấm đoán, ngăn cản tự do theo đạo, đổi đạo, bỏ đạo hay đe doạ, bắt buộc người dân phải theo đạo đều là",Multiple Choice,vi phạm các giá trị đạo đức của cộng đồng.,vi phạm quy định của các tổ chức tôn giáo.,xâm phạm các giá trị văn hóa.,"Cả a,b,c,",,4,30,
"“Mọi sự phân biệt quyền lợi giữa công dân có tín ngưỡng, tôn giáo khác nhau là hoàn toàn không thể dung thứ được” là câu nói của",Multiple Choice,G.W.F. Hegel.,C. Mác.,Ph. Ăngghen.,V.I. Lênin.,,4,30,
“Không được tuyên bố chiến tranh với tôn giáo” là câu nói của,Multiple Choice,V.I. Lênin.,C. Mác.,Ph. Ăngghen.,Hồ Chí Minh.,,1,30,
"Để đoàn kết các lực lượng quần chúng có tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo, đấu tranh chống các luận điệu vu cáo, các hoạt động lợi dụng tôn giáo chống nhà nước xã hội chủ nghĩa, chúng ta phải đảm bảo nguyên tắc",Multiple Choice,"tôn trọng, ủng hộ các giáo hội và các chức sắc tôn giáo có ảnh hưởng lớn tới đông đảo nhân dân.",ủng hộ các tôn giáo có số lượng tín đồ đông đảo.,"ủng hộ các tôn giáo dân tộc, bài trừ các tôn giáo khu vực và thế giới.","tôn trọng, đảm bảo quyền tự do tín ngưỡng, tôn giáo và không tín ngưỡng, tôn giáo của quần chúng nhân dân.",,4,30,
"Muốn thay đổi ý thức xã hội, trước hết cần phải thay đổi bản thân tồn tại xã hội; muốn xoá bỏ ảo tưởng nảy sinh trong đầu óc con người, phải xoá bỏ nguồn gốc sinh ra ảo tưởng ấy là cơ sở của nguyên tắc",Multiple Choice,"khắc phục dần những ảnh hưởng tiêu cực của tôn giáo phải gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới.","tôn trọng, đảm bảo quyền tự do tín ngưỡng và không tín ngưỡng của nhân dân.",phân biệt hai mặt chính trị và tư tưởng của tôn giáo.,"quan điểm lịch sử cụ thể trong giải quyết vấn đề tín ngưỡng, tôn giáo.",,1,30,
"Theo tư tưởng của chủ nghĩa Mác - Lênin, muốn khắc phục dần những ảnh hưởng tiêu cực của tôn giáo, chúng ta phải",Multiple Choice,"hạn chế dần ảnh hưởng của tôn giáo, tiến tới xoá bỏ tôn giáo khởi đời sống xã hội.","nâng cao trình độ nhận thức của người dân, dần tiến tới xoá bỏ hoàn toàn tôn giáo khỏi đời sống xã hội.","xác lập một thế giới hiện thực tốt đẹp không có áp bức, bất công, không nghèo đói và thất nghiệp, không tệ nạn xã hội,...","phát triển kinh tế thị trường một cách mạnh mẽ, nâng cao đời sống vật chất cho nhân dân.",,3,30,
Hai mặt chính trị và tư tưởng có mối quan hệ với nhau trong vấn đề tôn giáo và trong mỗi tôn giáo khi,Multiple Choice,"xã hội xuất hiện sản xuất hàng hóa gắn với nhu cầu mở rộng thị trường, mở rộng thuộc địa.","xã hội xuất hiện giai cấp, có mâu thuẫn và đấu tranh giai cấp.","xã hội chủ nghĩa tư bản chuyển từ giai đoạn tự do cạnh tranh sang giai đoạn độc quyền, tăng cường xâm lược các nước trên thế giới.","kinh tế thị trường xuất hiện, lực lượng chính trị lợi dụng tôn giáo để đạt được mục đích của mình.",,2,30,
Các thế lực phản động quốc tế đang lợi dụng tôn giáo để thực hiện chiến lược “diễn biến hoà bình” nhằm,Multiple Choice,thâu tóm thị trường.,"chi phối các nước trên thế giới cả về kinh tế, chính trị, văn hóa xã hội.",xóa bỏ chế độ xã hội chủ nghĩa ở các nước xã hội chủ nghĩa còn lại.,đẩy các nước đang phát triển vào tình trạng lệ thuộc các nước lớn.,,3,30,
"Để phân biệt được hai mặt chính trị và tư tưởng trong việc giải quyết vấn đề tôn giáo, các đảng cộng sản cần nêu cao tinh thần",Multiple Choice,"cảnh giác, cương quyết, kịp thời, tránh chủ quan, định kiến.",bỏ qua vấn đề tôn giáo khi cần thiết.,mọi vấn đề liên quan đến tôn giáo đều phải giải quyết bằng bạo lực.,giải quyết vấn đề tôn giáo khi có điều kiện thuận lợi.,,1,30,
"Tôn giáo không phải là một hiện tượng xã hội bất biến, vì thế khi xem xét và giải quyết vấn đề tôn giáo cần quán triệt",Multiple Choice,quan điểm khách quan.,quan điểm toàn diện.,quan điểm lấy dân làm gốc.,quan điểm lịch sử - cụ thể.,,4,30,
Nội dung nào dưới đây là đặc điểm cơ bản của tình hình tôn giáo ở Việt Nam?,Multiple Choice,Tôn giáo phát triển vô cùng mạnh mẽ.,Đa tôn giáo.,Hầu như người dân không tham gia các tổ chức tôn giáo.,Chỉ có tôn giáo dân tộc.,,2,30,
Nội dung nào dưới đây không là đặc điểm cơ bản của tình hình tôn giáo ở Việt Nam?,Multiple Choice,Hoạt động tôn giáo không thể kiểm soát.,Đa tôn giáo.,"Đa dạng, đan xen, chung sống hòa bình; không có xung đột, chiến tranh tôn giáo.","Các tôn giáo luôn đồng hành cùng dân tộc, có nhiều đóng góp quan trọng trong quá trình xây dựng và bảo vệ đất nước.",,1,30,
"Tính đến tháng 12/2017, Việt Nam có khoảng bao nhiêu tổ chức tôn giáo được công nhận về mặt tổ chức hoặc đã đăng kí hoạt động?",Multiple Choice,Trên 30 tồ chức.,Trên 40 tổ chức.,Trên 35 tổ chức.,Dưới 40 tồ chức.,,2,30,
"Tính đến tháng 12/2017, Việt Nam có khoảng",Multiple Choice,23 triệu tín đồ.,25 triệu tín đồ.,24 triệu tín đồ.,26 triệu tín đồ.,,3,30,
"Mục đích trong chủ trương đoàn kết những người có tín ngưỡng, không có tín ngưỡng của Chủ tịch Hồ Chí Minh là",Multiple Choice,xây dựng khối đại đoàn kết dân tộc.,dần xoá bỏ tôn giáo ra khỏi đời sống xã hội.,tạo điều kiện thuận lợi cho sự phát triển của tôn giáo.,mở rộng giao lưu tôn giáo.,,1,30,
Tư tưởng các tôn giáo đều bình đẳng thể hiện thái độ nào dưới đây của Chủ tịch Hồ Chí Minh trong vấn đề tôn giáo?,Multiple Choice,"Thái độ khách quan, không thiên vị.","Thái độ hài hoà, thiên vị.","Thái độ chủ quan, duy ý chí.","Thái độ khách quan, duy ý chí.",,1,30,
"Mục đích cao nhất trong tôn trọng quyền tự do tín ngưỡng, tôn giáo của nhân dân theo quan điểm Hồ Chí Minh là",Multiple Choice,"làm cho tôn giáo phát triển, số lượng tín đồ tôn giáo tăng nhanh.","nhân dân được hạnh phúc, lợi ích của đất nước được đảm bảo.","tăng nhanh số tín đồ tôn giáo, nâng cao vị thế trong xã hội.",phát triển tôn giáo dân tộc.,,2,30,
"Theo Chủ tịch Hồ Chí Minh, lí tưởng cộng sản và các học thuyết tôn giáo chân chính có điểm chung là đều muốn",Multiple Choice,"xoá bỏ tình trạng áp bức, bóc lột, bất công, xây dựng cuộc sống hoà bình, hữu nghị.",có cuộc sống tốt đẹp sau khi con người từ giã cõi đời.,tôn giáo có ảnh hưởng ngày càng lớn trong đời sống xã hội.,lí giải mọi vấn đề của đời sống một cách khách quan.,,1,30,
"Quan điểm: “Tranh thủ những ai có thể tranh thủ được, khoan hồng cho những ai nhẹ dạ cả tin, nhưng đối với bọn ngoan cố chống phá cách mạng thì kiên quyết trừng trị” trong việc giải quyết vấn đề tôn giáo là của",Multiple Choice,Hồ Chí Minh.,C. Mác.,Ph. Ăngghen.,Võ Nguyên Giáp.,,1,30,
"Quan điểm: “Những người Công giáo Việt Nam theo Pháp và bù nhìn, làm hại đồng bào, chẳng những là Việt gian, mà cũng là giáo gian. Còn những đồng bào Công giáo kháng chiến mới là tín đồ chân chính của Đức Chúa” là của",Multiple Choice,Phan Bội Châu.,Võ Nguyên Giáp.,Hồ Chí Minh.,Phạm Văn Đồng.,,3,30,
"Quan điểm, chính sách của Đảng, Nhà nước ta đối với tôn giáo, tín ngưỡng trong giai đoạn hiện nay được thể hiện chủ yếu trong",Multiple Choice,Nghị quyết số 26-NQ/TW ngày 12/3/2003.,Nghị quyết số 25-NQ/TW ngày 12/3/2003.,Nghị quyết số 27-NQ/TW ngày 12/3/2003.,Nghị quyết số 25-NQ/TW ngày 13/3/2003.,,2,30,
"Công tác tôn giáo là trách nhiệm của cả hệ thống chính trị bao gồm hệ thống tổ chức Đảng, chính quyền, Mặt trận Tổ quốc và",Multiple Choice,"các đoàn thể chính trị, do Đảng lãnh đạo.","Đoàn Thanh niên, do Nhà nước lãnh đạo","Hội Liên hiệp Phụ nữ, do Đảng lãnh đạo.","Các đoàn thể chính trị, do Nhà nước lãnh đạo.",,1,30,
