Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
Nội dung nào sau đây không phải là biện pháp điều hoà mâu thuẫn và xung đột xã hội của giai cấp tư sản?,Multiple Choice,Áp dụng phương thức quản lí mới.,Thực hiện chế độ cổ phần hóa.,Trợ cấp thất nghiệp cho công nhân.,Dừng bóc lột giá trị thặng dư.,,4,30,
"Điền từ ngữ thích hợp vào chỗ trống: ""Giai cấp công nhân Việt Nam là một lực lượng ..... to lớn, đang phát triển, bao gồm những người lao động ..... và ....., làm công hưởng lương trong các loại hình sản xuất kinh doanh và dịch vụ công nghiệp hoặc sản xuất, kinh doanh, dịch vụ có tính chất công nghiệp"" (Hội nghị lần thứ sáu của Ban Chấp hành Trung ương khóa X).",Multiple Choice,"chính trị, chân tay, trí óc.","chính trị, cơ bắp, trí tuệ.","xã hội, cơ bắp, trí tuệ.","xã hội, chân tay, trí óc.",,4,30,
Giai cấp công nhân Việt Nam ra đời gắn liền với,Multiple Choice,chính sách ngu dân của thực dân Pháp ở Việt Nam.,chính sách chia để trị của thực dân Pháp ở Việt Nam.,chính sách khai thác thuộc địa của thực dân Pháp ở Việt Nam.,chính sách khai hóa văn minh của thực dân Pháp ở Việt Nam.,,3,30,
"Cuối thế kỉ XIX - đầu thế kỉ XX, giai cấp công nhân Việt Nam có lợi ích đối kháng trực tiếp với",Multiple Choice,tư sản Việt Nam.,thực dân Pháp.,bè lũ tay sai của thực dân Pháp.,địa chủ Việt Nam.,,2,30,
"Sinh ra và lớn lên ở một nước thuộc địa nửa phong kiến, dưới ách thống trị của thực dân Pháp, giai cấp công nhân Việt Nam",Multiple Choice,phát triển nhanh.,có trình độ cao.,phát triển chậm.,có lực lượng vô cùng đông đảo.,,3,30,
Đặc trưng chính trị ưu trội của công nhân Việt Nam không chỉ thể hiện ở ý thức giai cấp và lập trường chính trị mà còn thể hiện,Multiple Choice,tinh thần giai cấp.,tinh thần dân tộc.,tinh thần lao động.,ý thức tổ chức kỉ luật.,,2,30,
Nguyên nhân nào dưới đây tạo thành động lực thúc đẩy đoàn kết giai cấp gắn liền với đoàn kết dân tộc trong mọi thời kì đấu tranh cách mạng ở Việt Nam?,Multiple Choice,Lợi ích dân tộc tách rời lợi ích giai cấp công nhân.,Lợi ích giai cấp công nhân và lợi ích dân tộc gắn chặt với nhau.,Lợi ích giai cấp công nhân cao hơn lợi ích dân tộc.,Toàn thể dân tộc tập trung giải quyết vấn đề lợi ích của giai cấp công nhân.,,2,30,
Nội dung nào dưới đây là lí do quyết định giai cấp công nhân Việt Nam sớm trở thành lực lượng chính trị độc lập và giữ vai trò lãnh đạo cách mạng?,Multiple Choice,Có mối quan hệ gắn bó với nông dân.,Hình thành được chính đảng thực sự cách mạng.,Kế thừa truyền thống yêu nước bất khuất của dân tộc.,Có số lượng đông và đi đầu trong các cuộc đấu tranh.,,2,30,
"Tham gia phát triển nền kinh tế thị trường hiện đại, định hướng xã hội chủ nghĩa, lấy khoa học - công nghệ làm động lực quan trọng, quyết định tăng năng suất lao động, chất lượng và hiệu quả là nội dung sứ mệnh của giai cấp công nhân Việt Nam hiện nay trên phương diện",Multiple Choice,Chính trị - xã hội.,tư tưởng.,văn hóa.,kinh tế.,,4,30,
"Giữ vững bản chất giai cấp công nhân của Đảng, vai trò tiên phong, gương mẫu của cán bộ đảng viên, tăng cường xây dựng, chỉnh đốn Đảng là những nội dung chính yếu, nổi bật, thể hiện sứ mệnh lịch sử giai cấp công nhân trên phương diện",Multiple Choice,kinh tế.,văn hóa.,tư tưởng.,chính trị - xã hội.,,4,30,
"Xây dựng và phát triển nền văn hóa Việt Nam tiên tiến, đậm đà bản sắc dân tộc là nội dung thể hiện sứ mệnh lịch sử hiện nay của giai cấp công nhân Việt Nam trên phương diện",Multiple Choice,chính trị,xã hội,"văn hóa, tư tưởng",kinh tế,,3,30,
Cách hiểu nào dưới đây không đúng về chủ nghĩa xã hội?,Multiple Choice,"Là một phong trào thực tiễn, phong trào đấu tranh của nhân dân lao động chống các giai cấp thống trị.","Là trào lưu tư tưởng, lí luận phản ánh lí tưởng giải phóng nhân dân lao động khỏi áp bức, bóc lột, bất công.","Là một chế độ xã hội hiện thực tốt đẹp, giai đoạn đầu của hình thái kinh tế - xã hội cộng sản chủ nghĩa.","Là một khoa học nghiên cứu về những quy luật chung nhất của tự nhiên, xã hội và tư duy.",,4,30,
Tác phẩm Phê phán cương lĩnh Gôta của,Multiple Choice,Ph. Ăngghen.,C. Mác và Ph. Ăngghen.,C. Mác.,V.I. Lênin.,,3,30,
"Điền từ ngữ thích hợp vào chỗ trống: ""Giữa xã hội tư bản chủ nghĩa và xã hội cộng sản chủ nghĩa là một thời kì cải biến cách mạng từ xã hội nọ sang xã hội kia. Thích ứng với thời kì ấy là một ..... chính trị, và nhà nước của thời kì ấy không thể là cái gì khác hơn là nền chuyên chính cách mạng của giai cấp vô sản"" (C. Mác).",Multiple Choice,giai đoạn.,thời kì quá độ.,hình thái.,thể chế.,,2,30,
"Điền từ ngữ thích hợp vào chỗ trống: Lênin cho rằng: ""về lí luận, không thể nghi ngờ gì được rằng giữa chủ nghĩa tư bản và chủ nghĩa cộng sản, có một................................nhất định"".",Multiple Choice,thời kì cách mạng.,thời kì chuyển giao.,thời kì cải biến,thời kì quá độ.,,4,30,
"Từ thực tiễn nước Nga, V.I. Lênin cho rằng: Đối với những nước chưa có chủ nghĩa tư bản phát triển cao, cần phải có một thời kì quá độ",Multiple Choice,khá nhanh chóng từ chủ nghĩa tư bản lên chủ nghĩa xã hội.,khá lâu dài từ chủ nghĩa tư bản lên chủ nghĩa xã hội.,rất nhanh từ chủ nghĩa tư bản lên chủ nghĩa xã hội.,rất lâu dài và gian khổ từ chủ nghĩa tư bản lên chủ nghĩa xã hội.,,4,30,
"Theo các nhà sáng lập chủ nghĩa xã hội khoa học, quá độ lên chủ nghĩa xã hội có hai hình thức là",Multiple Choice,nhanh và chậm.,đơn giản và phức tạp.,trực tiếp và gián tiếp.,sớm và muộn.,,3,30,
"Điền từ ngữ thích hợp vào chỗ trống: Lênin viết: ""Với sự giúp đỡ của giai cấp vô sản các nước tiên tiến, các nước lạc hậu có thể tiến tới chế độ Xô viết, và qua những giai đoạn phát triển nhất định, tiến tới chủ nghĩa cộng sản, không phải trải qua .... phát triển tư bản chủ nghĩa"".",Multiple Choice,chế độ.,giai đoạn.,quá trình.,hình thức.,,2,30,
Nội dung nào dưới đây không phải là điều kiện dẫn tới sự ra đời của chủ nghĩa xã hội?,Multiple Choice,Sự phát triển của lực lượng sản xuất.,Mong muốn chủ quan của giai cấp công nhân.,Sự trưởng thành của giai cấp công nhân.,Quan hệ sản xuất tư bản chủ nghĩa trở nên lỗi thời.,,2,30,
"Giải phóng giai cấp, giải phóng dân tộc, giải phóng xã hội, giải phóng con người, tạo điều kiện để con người phát triển toàn diện là đặc trưng của",Multiple Choice,Chủ nghĩa tư bản.,Xã hội phong kiến.,Chủ nghĩa xã hội.,Xã hội chiếm hữu nô lệ.,,3,30,
Đặc trưng nào dưới đây thể hiện sự khác biệt về CHẤT giữa chủ nghĩa xã hội với các chế độ xã hội khác?,Multiple Choice,Có quan hệ sản xuất phù hợp với lực lượng sản xuất.,"Là chế độ giải phóng giai cấp, giải phóng dân tộc, giải phóng xã hội, giải phóng con người.","Có nền văn hóa phát triển cao, kế thừa và phát huy những giá trị của văn hóa dân tộc và tinh hoa văn hóa nhân loại.","Bảo đảm, đoàn kết giữa các dân tộc.",,2,30,
Nội dung nào dưới đây là đặc trưng về phương diện kinh tế của chủ nghĩa xã hội?,Multiple Choice,Có nền kinh tế phát triển cao dựa trên lực lượng sản xuất hiện đại và chế độ công hữu về tư liệu sản xuất.,"Phát triển lực lượng sản xuất, đẩy mạnh công nghiệp hóa, hiện đại hóa.",Có nền kinh tế phát triển cao dựa trên lực lượng sản xuất hiện đại và chế độ công hữu về tư liệu sản xuất chủ yếu.,"Xác lập chế độ công hữu về tư liệu sản xuất, tổ chức lao động theo trình độ cao hơn.",,3,30,
"Khi phân tích về thời kì quá độ lên chủ nghĩa xã hội, người đầu tiên đặt vấn đề phải học tập các kinh nghiệm tổ chức, quản lí kinh tế của chủ nghĩa tư bản để cải tạo nền kinh tế tiểu nông lạc hậu là",Multiple Choice,C. Mác.,V.I. Lênin.,Ph. Ăngghen.,Hồ Chí Minh.,,2,30,
"Ai là người đưa ra quan điểm: ""Trong một nước tiểu nông, trước hết các đồng chí phải bắc những chiếc cầu nhỏ vững chắc, đi xuyên qua chủ nghĩa tư bản nhà nước, tiến lên chủ nghĩa xã hội""?",Multiple Choice,C. Mác.,Ph. Ăngghen.,Hồ Chí Minh.,V.I. Lênin.,,4,30,
"Ai cho rằng: ""Dùng cả hai tay mà lấy những cái tốt của nước ngoài: Chính quyền Xô viết + trật tự ở đường sắt Phổ + kĩ thuật và cách tổ chức các tơ-rớt ở Mỹ + ngành giáo dục quốc dân Mỹ etc. etc.++ = Σ (tổng số) = chủ nghĩa xã hội""?",Multiple Choice,C. Mác.,Ph. Ăngghen.,V.I. Lênin.,Hồ Chí Minh.,,3,30,
"Trong chế độ xã hội chủ nghĩa, nhà nước mang bản chất của giai cấp, tầng lớp nào dưới đây?",Multiple Choice,Nhân dân lao động.,Tầng lớp trí thức.,Giai cấp công nhân.,Giai cấp tư sản.,,3,30,
"Nhà nước kiểu mới thực hiện dân chủ cho tuyệt đại đa số nhân dân và trấn áp bọn bóc lột, bọn áp bức nhân dân bằng vũ lực là",Multiple Choice,nhà nước chiếm hữu nô lệ.,nhà nước phong kiến.,nhà nước vô sản.,nhà nước tư sản.,,3,30,
"""Người ta chỉ có thể trở thành người cộng sản khi biết làm giàu trí óc của mình bằng sự hiểu biết tất cả những kho tàng tri thức mà nhân loại đã tạo ra"" là câu nói của",Multiple Choice,V.I. Lênin.,C. Mác.,Ph. Ăngghen.,Hồ Chí Minh.,,1,30,
Người đầu tiên đưa chủ nghĩa xã hội từ lí thuyết thành thực tiễn sinh động là,Multiple Choice,C. Mác.,V.I. Lênin.,I.V. Stalin.,Hồ Chí Minh.,,2,30,
Ai là người đưa ra tư tưởng độc lập dân tộc gắn liền với chủ nghĩa xã hội?,Multiple Choice,V.I. Lênin.,Đặng Tiểu Bình.,Phạm Văn Đồng.,Hồ Chí Minh.,,4,30,
"Câu nói: ""Chủ nghĩa xã hội hay là chết"" là của",Multiple Choice,V.I. Lênin.,Fidel Castro.,Hồ Chí Minh.,Đặng Tiểu Bình.,,2,30,
"Điền từ ngữ thích hợp để hoàn thành đoạn trích trong tác phẩm Hệ tư tưởng Đức của C. Mác: ""Đối với chúng ta, chủ nghĩa cộng sản không phải là một ..... cần phải sáng tạo ra, không phải là một.......... mà hiện thực phải khuôn theo. Chúng ta gọi chủ nghĩa cộng sản là một phong trào .......... nó xoá bỏ trạng thái hiện nay"".",Multiple Choice,"lí tưởng, trạng thái, hiện thực.","trạng thái, hiện thực, lí tưởng.","trạng thái, lí tưởng, hiện thực.","hiện thực, lí tưởng, trạng thái.",,3,30,
"Điền từ thích hợp vào chỗ trống: ""Vậy thì danh từ.........có nghĩa là gì? Vận dụng vào kinh tế, có phải nó có nghĩa là trong chế độ hiện nay có những thành phần, những bộ phận, những mảnh của cả chủ nghĩa tư bản lẫn chủ nghĩa xã hội? Bất cứ ai cũng đều thừa nhận là có"" (V.I. Lênin).",Multiple Choice,quá độ.,nhảy vọt.,phát triển.,đan xen.,,1,30,
Nội dung nào dưới đây là đặc điểm nổi bật của thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,Sự xác lập vai trò thống trị của giai cấp công nhân thông qua đội tiên phong là Đảng Cộng sản.,Xây dựng thành công chủ nghĩa xã hội.,"Tiến hành công nghiệp hóa, hiện đại hóa đất nước, xây dựng cơ sở vật chất - kĩ thuật cho chủ nghĩa xã hội.",Sự đan xen vừa thống nhất vừa đấu tranh giữa những yếu tố của xã hội cũ và những nhân tố mới của chủ nghĩa xã hội.,,4,30,
Nội dung nào dưới đây là thực chất của thời kì quá độ?,Multiple Choice,Thời kì tiếp tục cuộc đấu tranh của giai cấp công nhân chống giai cấp tư sản.,Thời kì cải biến cách mạng từ xã hội tiền tư bản và tư bản chủ nghĩa sang xã hội xã hội chủ nghĩa.,"Thời kì giai cấp công nhân phát triển kinh tế, xây dựng cơ sở vật chất - kĩ thuật cho chủ nghĩa xã hội.","Thời kì giai cấp công nhân tiến hành công nghiệp hóa, hiện đại hóa đất nước.",,2,30,
Nội dung nào dưới đây là đặc điểm kinh tế của thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,"Tiến hành công nghiệp hóa, hiện đại hóa đất nước.",Tồn tại nền kinh tế nhiều thành phần.,Tồn tại duy nhất thành phần kinh tế tập thể.,Phát triển lực lượng sản xuất.,,2,30,
Nội dung nào dưới đây không phải là đặc điểm chính trị của thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,"Thiết lập, tăng cường chuyên chính vô sản.",Giai cấp công nhân nắm và sử dụng quyền lực nhà nước trấn áp giai cấp tư sản.,Tồn tại nhiều tư tưởng khác nhau.,Giai cấp công nhân tổ chức xây dựng và bảo vệ chế độ mới.,,3,30,
Tiếp tục cuộc đấu tranh giai cấp giữa giai cấp vô sản đã chiến thắng nhưng chưa hoàn toàn chiến thắng với giai cấp tư sản đã thất bại nhưng chưa phải thất bại hoàn toàn là đặc điểm của thời kì quá độ trên phương diện,Multiple Choice,kinh tế.,"tư tưởng, văn hóa.",chính trị.,xã hội.,,3,30,
"Nội dung nào dưới đây là đặc điểm trên lĩnh vực tư tưởng, văn hóa của thời kì quá độ lên chủ nghĩa xã hội?",Multiple Choice,"Tồn tại nhiều giai cấp, tầng lớp.",Tồn tại nhiều tư tưởng khác nhau.,Tồn tại sự khác biệt giữa lao động trí óc và lao động chân tay.,Tồn tại nhiều thành phần kinh tế đối lập.,,2,30,
"Giai cấp công nhân từng bước xây dựng văn hóa vô sản, nền văn hóa mới xã hội chủ nghĩa, tiếp thu giá trị văn hóa dân tộc và tinh hoa văn hóa nhân loại, bảo đảm đáp ứng nhu cầu văn hóa tinh thần ngày càng tăng của nhân dân là đặc điểm của thời kì quá độ trên phương diện",Multiple Choice,chính trị.,kinh tế.,"tư tưởng, văn hóa.",xã hội.,,3,30,
Nội dung nào dưới đây không phải là đặc điểm trên lĩnh vực xã hội của thời kì quá độ lên chủ nghĩa xã hội?,Multiple Choice,Tồn tại nhiều tư tưởng khác nhau.,"Tồn tại sự khác biệt giữa thành thị, nông thôn.",Tồn tại sự khác biệt giữa lao động trí óc và lao động chân tay.,"Tồn tại nhiều hủ tục, tệ nạn xã hội.",,1,30,
Nội dung nào dưới đây là con đường phát triển của cách mạng Việt Nam được Chủ tịch Hồ Chí Minh nêu ra trong Chánh cương vắn tắt của Đảng?,Multiple Choice,Làm cách mạng dân tộc dân chủ nhân dân để đi thẳng tới chế độ cộng sản chủ nghĩa.,Làm tư sản dân quyền cách mạng và thổ địa cách mạng để đi tới xã hội cộng sản.,Làm thổ địa cách mạng và tư sản dân quyền cách mạng để đi tới xã hội cộng sản.,Làm tư sản dân quyền và thổ địa cách mạng để đi thẳng tới xã hội xã hội chủ nghĩa và cộng sản chủ nghĩa.,,2,30,
Con đường quá độ bỏ qua chế độ tư bản chủ nghĩa ở Việt Nam được đề cập lần đầu tiên ở văn kiện nào dưới đây của Đảng?,Multiple Choice,Cương lĩnh chính trị đầu tiên của Đảng tháng 2 năm 1930.,Luận cương chính trị tháng 10 năm 1930.,Chính cương của Đảng Lao động tháng 2 năm 1951.,Cương lĩnh xây dựng đất nước trong thời kì quá độ lên chủ nghĩa xã hội tháng 6 năm 1991.,,1,30,
Con đường cách mạng Việt Nam là quá độ lên chủ nghĩa xã hội bỏ qua chế độ tư bản chủ nghĩa là tất yếu vì,Multiple Choice,phù hợp với đặc điểm của đất nước và xu thế phát triển của thời đại.,Đảng Cộng sản Việt Nam đã có đường lối đúng đắn.,sự phát triển của lực lượng sản xuất.,đáp ứng được nguyện vọng và mong ước của nhân dân ta.,,1,30,
Thời kì quá độ lên chủ nghĩa xã hội trên phạm vi cả nước ta bắt đầu từ năm,Multiple Choice,1945.,1954.,1975.,1986.,,3,30,
"Quan điểm: Lấy nông nghiệp làm mặt trận hàng đầu trong chặng đường đầu tiên của thời kì quá độ, được Đảng ta nêu tại",Multiple Choice,Đại hội IV.,Đại hội V.,Đại hội VI.,Đại hội VII.,,2,30,
"Cương lĩnh xây dựng đất nước trong thời kì quá độ lên chủ nghĩa xã hội (1991) đã xác định mô hình chủ nghĩa xã hội ở nước ta có sáu đặc trưng, được Đảng Cộng sản Việt Nam thông qua tại",Multiple Choice,Đại hội VI.,Đại hội VIII.,Đại hội VII.,Đại hội IX.,,3,30,
Nội dung nào dưới đây không phải là đặc trưng của chủ nghĩa xã hội mà Đảng Cộng sản Việt Nam xác định trong Cương lĩnh xây dựng đất nước trong thời kì quá độ lên chủ nghĩa xã hội (1991)?,Multiple Choice,"Có Nhà nước pháp quyền xã hội chủ nghĩa của nhân dân, do nhân dân, vì nhân dân do Đảng Cộng sản lãnh đạo.",Do nhân dân lao động làm chủ.,Có một nền kinh tế phát triển cao dựa trên lực lượng sản xuất hiện đại và chế độ công hữu về các tư liệu sản xuất chủ yếu.,"Có nền văn hóa tiên tiến, đậm đà bản sắc dân tộc.",,1,30,
"Nhận thức của Đảng Cộng sản Việt Nam về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội không chỉ dừng ở nhận thức định hướng, định tính mà từng bước đạt tới trình độ định hình, định lượng tại",Multiple Choice,Đại hội VI.,Đại hội VII.,Đại hội VIII.,Đại hội IX.,,2,30,
"Tại Đại hội Đảng nào dưới đây, Đảng Cộng sản Việt Nam xác định: ""... thời kì phát triển mới - đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước""?",Multiple Choice,Đại hội VI (1986).,Đại hội VII (1991).,Đại hội VIII (1996).,Đại hội IX (2001).,,3,30,
"Quá độ lên chủ nghĩa xã hội, bỏ qua chế độ tư bản chủ nghĩa là bỏ qua yếu tố nào dưới đây của chủ nghĩa tư bản?",Multiple Choice,Bỏ qua nhà nước của giai cấp tư sản và bỏ qua việc xác lập vị trí thống trị của kiến trúc thượng tầng tư bản chủ nghĩa.,Bỏ qua cơ sở kinh tế và kiến trúc thượng tầng tư bản chủ nghĩa.,Bỏ qua việc xác lập vị trí thống trị của quan hệ sản xuất tư bản chủ nghĩa.,Bỏ qua việc xác lập vị trí thống trị của quan hệ sản xuất và kiến trúc thượng tầng tư bản chủ nghĩa.,,4,30,
"Đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước gắn với phát triển kinh tế tri thức, bảo vệ tài nguyên, môi trường là phương hướng xây dựng chủ nghĩa xã hội được Đảng Cộng sản Việt Nam đề ra tại",Multiple Choice,Đại hội VI.,Đại hội VII.,Đại hội VIII.,Đại hội IX.,,4,30,
Tám đặc trưng của xã hội xã hội chủ nghĩa mà nhân dân ta đang xây dựng được thể hiện trong văn kiện nào dưới đây của Đảng Cộng sản Việt Nam?,Multiple Choice,Văn kiện Đại hội Đảng toàn quốc lần thứ VI (12/1986).,Văn kiện Đại hội Đảng toàn quốc lần thứ VII (6/1991).,Văn kiện Đại hội Đảng toàn quốc lần thứ IX (4/2001).,Văn kiện Đại hội Đảng toàn quốc lần thứ XI (2011).,,4,30,
"Điền từ ngữ thích hợp vào chỗ trống: Tại Đại hội Đại biểu toàn quốc lần thứ XI, Đảng Cộng sản Việt Nam đã khẳng định: Xã hội xã hội chủ nghĩa là xã hội ""dân giàu, nước mạnh, ...... công bằng, văn minh"".",Multiple Choice,bình đẳng.,dân chủ.,hạnh phúc.,tự do.,,2,30,
Nguyên tắc phân phối cơ bản của thời kì quá độ lên chủ nghĩa xã hội là,Multiple Choice,theo nhu cầu.,theo cổ phần.,theo lao động.,theo nguyên tắc bình quân chủ nghĩa.,,3,30,
Tại Đại hội Đại biểu toàn quốc nào dưới đây của Đảng Cộng sản Việt Nam được gọi là Đại hội Đổi mới đất nước?,Multiple Choice,Đại hội IV.,Đại hội V.,Đại hội VI.,Đại hội VIII.,,3,30,
Nội dung nào dưới đây không phải là đặc điểm cơ bản của thời kì quá độ bỏ qua chế độ tư bản chủ nghĩa lên chủ nghĩa xã hội ở Việt Nam?,Multiple Choice,"Xuất phát từ một xã hội thuộc địa nửa phong kiến, với lực lượng sản xuất thấp.",Thời đại ngày nay vẫn là thời đại quá độ từ chủ nghĩa tư bản lên chủ nghĩa xã hội.,Cuộc cách mạng khoa học và công nghệ hiện đại đang diễn ra mạnh mẽ.,"Giao thoa, tiếp biến văn hóa đang diễn ra mạnh mẽ.",,4,30,
Nội dung nào dưới đây không phải là phương hướng xây dựng chủ nghĩa xã hội ở Việt Nam hiện nay được xác định trong Cương lĩnh xây dựng đất nước trong thời kì quá độ lên chủ nghĩa xã hội (bổ sung và phát triển năm 2011)?,Multiple Choice,Phát triển nền kinh tế thị trường định hướng xã hội chủ nghĩa.,"Bảo đảm vững chắc quốc phòng và an ninh quốc gia, trật tự, an toàn xã hội.",Có quan hệ hữu nghị và hợp tác với các nước trên thế giới.,"Xây dựng Đảng trong sạch, vững mạnh.",,3,30,
Nội dung nào dưới đây là đặc trưng thể hiện mục tiêu của xã hội xã hội chủ nghĩa mà nhân dân ta đang xây dựng?,Multiple Choice,Do nhân dân làm chủ.,"Dân giàu, nước mạnh, dân chủ, công bằng, văn minh.",Có nền văn hóa tiên tiến đậm đà bản sắc dân tộc.,"Có nhà nước pháp quyền xã hội chủ nghĩa của nhân dân, do nhân dân và vì nhân dân.",,2,30,
Nội dung nào dưới đây không phải là phương hướng xây dựng chủ nghĩa xã hội ở nước ta hiện nay?,Multiple Choice,"Đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước gắn với phát triển kinh tế tri thức, bảo vệ tài nguyên, môi trường.",Phát triển nền kinh tế thị trường định hướng xã hội chủ nghĩa.,"Đổi mới căn bản, toàn diện nền giáo dục.","Xây dựng Đảng trong sạch, vững mạnh.",,3,30,
Nội dung nào dưới đây không phải là mối quan hệ lớn được Đại hội XII xác định cần nhận thức và giải quyết?,Multiple Choice,Giữa giữ gìn bản sắc và tiếp thu tinh hoa văn hóa nhân loại.,Giữa đổi mới kinh tế và đổi mới chính trị.,"Giữa đổi mới, ổn định và phát triển.","Giữa Đảng lãnh đạo, Nhà nước quản lí và nhân dân làm chủ.",,1,30,
“Dân chủ là dân là chủ và dân làm chủ” là quan điểm của,Multiple Choice,C. Mác.,Ph. Ăngghen.,V.I. Lênin,Hồ Chí Minh.,,4,30,
"Theo quan niệm từ thời cổ đại, dân chủ là",Multiple Choice,quyền bình đẳng tuyệt đối của con người.,quyền lực thuộc về nhân dân.,quyền lực thuộc về thiểu số người trong xã hội.,quyền tự do không giới hạn của mỗi người.,,2,30,
Quan niệm nào sau đây không đúng về dân chủ?,Multiple Choice,Dân chủ là quyền tự do tuyệt đối của con người.,Dân chủ là một trong những nguyên tắc tổ chức quản lí nhà nước.,Dân chủ là một giá trị chung của nhân loại.,Dân chủ là một hình thái nhà nước.,,1,30,
"Theo quan niệm của chủ nghĩa Mác - Lênin, dân chủ phản ánh cuộc đấu tranh của nhân dân lao động chống lại áp bức, cường quyền, vì thế dân chủ được coi là một",Multiple Choice,yếu tố xã hội.,giá trị xã hội.,tổ chức xã hội.,thành phần xã hội.,,2,30,
"""Quyền lực thuộc về nhân dân, nhân dân tự tổ chức và thực hiện trước hết và chủ yếu là thông qua nhà nước của mình"" là nội dung của khái niệm nào dưới đây?",Multiple Choice,Bình đẳng.,Hạnh phúc.,Dân chủ.,Tự do.,,3,30,
Nền dân chủ xuất hiện khi,Multiple Choice,Có xã hội loài người,Có nhà nước vô sản,Có nhà nước.,Có công cụ lao động,,3,30,
"Mức độ, phạm vi tham gia thật sự của quần chúng nhân dân vào công việc quản lí nhà nước phản ánh",Multiple Choice,cấu trúc của nền dân chủ.,trình độ phát triển của nền dân chủ.,quá trình đấu tranh giành dân chủ.,sự ra đời của nền dân chủ.,,2,30,
"Dân chủ có sự ra đời, tồn tại và phát triển trong một giai đoạn nhất định và sẽ mất đi khi trong xã hội không còn giai cấp, vì thế, dân chủ là một",Multiple Choice,yếu tố văn hóa.,thành phần của xã hội.,phạm trù giai cấp.,phạm trù lịch sử.,,4,30,
"Trên phương diện quyền lực, dân chủ là",Multiple Choice,một hình thức hay hình thái nhà nước.,một nguyên tắc - nguyên tắc dân chủ.,quyền lực thuộc về nhân dân.,"một quan niệm - quan niệm về dân chủ, về tinh thần dân chủ.",,3,30,
"Trên phương diện chế độ xã hội và trong lĩnh vực chính trị, dân chủ là",Multiple Choice,một hình thức hay hình thái nhà nước.,quyền lực thuộc về nhân dân.,một nguyên tắc - nguyên tắc dân chủ.,"một quan niệm - quan niệm về dân chủ, về tinh thần dân chủ.",,1,30,
"Trên phương diện tư tưởng, dân chủ là",Multiple Choice,quyền lực thuộc về nhân dân.,một hình thức hay hình thái nhà nước.,"một quan niệm - quan niệm về dân chủ, về tinh thần dân chủ.",một nguyên tắc - nguyên tắc dân chủ.,,3,30,
"Trên phương diện tổ chức và quản lí xã hội, dân chủ là",Multiple Choice,quyền lực thuộc về nhân dân.,một nguyên tắc - nguyên tắc dân chủ.,một hình thức hay hình thái nhà nước.,"một quan niệm - quan niệm về dân chủ, về tinh thần dân chủ.",,2,30,
"Câu nói: ""Chế độ ta là chế độ dân chủ, tức là nhân dân là người chủ, mà chính phủ là người đầy tớ trung thành của nhân dân"" là của ai?",Multiple Choice,Hồ Chí Minh.,Võ Nguyên Giáp.,Phạm Văn Đồng.,Nguyễn Phú Trọng.,,1,30,
"Điền từ ngữ thích hợp vào chỗ trống để hoàn thiện khẳng định sau của Đảng Cộng sản Việt Nam: ""Trong toàn bộ hoạt động của mình, Đảng phải quán triệt tư tưởng ....., xây dựng và phát huy quyền làm chủ của nhân dân lao động"".",Multiple Choice,lấy dân làm nền tảng.,lấy dân làm đích.,lấy dân làm chỗ dựa.,lấy dân làm gốc.,,4,30,
Trong chế độ cộng sản nguyên thuỷ đã xuất hiện hình thức manh nha của dân chủ mà Ph. Ăngghen gọi là,Multiple Choice,dân chủ công xã.,dân chủ sơ khai.,dân chủ nguyên thuỷ.,dân chủ cộng sản.,,3,30,
"Với tư cách là một hình thái nhà nước, một chế độ chính trị, lịch sử nhân loại có ba nền dân chủ là",Multiple Choice,"dân chủ chủ nô, dân chủ phong kiến và dân chủ tư sản.","dân chủ chủ nô, dân chủ tư sản và dân chủ xã hội chủ nghĩa.","dân chủ nguyên thuỷ, dân chủ phong kiến và dân chủ tư sản.","dân chủ nguyên thuỷ, dân chủ tư sản và dân chủ xã hội chủ nghĩa.",,2,30,
Hình thái kinh tế - xã hội nào dưới đây không có nền dân chủ?,Multiple Choice,Phong kiến.,Chiếm hữu nô lệ.,Tư bản chủ nghĩa.,Cộng sản chủ nghĩa.,,1,30,
Nền dân chủ nào dưới đây là nền dân chủ rộng rãi nhất trong lịch sử?,Multiple Choice,Dân chủ cộng sản nguyên thuỷ.,Dân chủ chủ nô.,Dân chủ tư sản.,Dân chủ xã hội chủ nghĩa.,,4,30,
Dân chủ xã hội chủ nghĩa là nền dân chủ mang bản chất của,Multiple Choice,giai cấp công nhân và đội ngũ trí thức,giai cấp công nhân.,giai cấp công nhân và giai cấp nông dân.,giai cấp tư sản và giai cấp tiểu tư sản.,,2,30,
Dân chủ xã hội chủ nghĩa là nền dân chủ do,Multiple Choice,Đảng cầm quyền lãnh đạo.,Đảng của nhân dân lãnh đạo.,Đảng của giai cấp công nhân lãnh đạo.,Đảng của trí thức lãnh đạo.,,3,30,
