Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
"Hiện nay ở các nước tư bản, một bộ phận công nhân đã tham gia sở hữu một lượng tư liệu sản xuất của xã hội thông qua chế độ cổ phần hóa, từ đó làm xuất hiện xu hướng",Multiple Choice,bần cùng hóa giai cấp công nhân.,trí tuệ hóa giai cấp công nhân.,trung lưu hóa giai cấp công nhân.,hiện đại hóa giai cấp công nhân.,,3,30,
Quan điểm nào dưới đây là đúng khi nói về số lượng của giai cấp công nhân hiện nay?,Multiple Choice,"Số lượng lao động trực tiếp tăng, lao động gián tiếp giảm.",Số lượng lao động trực tiếp và gián tiếp cùng tăng.,"Số lượng lao động trực tiếp giảm, lao động gián tiếp tăng.",Số lượng lao động trực tiếp và gián tiếp cùng giảm.,,3,30,
"Có người cho rằng: Ở các nước tư bản phát triển hiện nay, đời sống của một bộ phận công nhân đã được nâng cao (có ô tô, có nhà cửa, có phương tiện sinh hoạt hiện đại, có cổ phần,...), như vậy, giai cấp công nhân ở các nước này không còn bị bóc lột nữa. Bạn đồng ý với quan điểm nào sau đây?",Multiple Choice,"Đúng, vì họ bắt đầu có sở hữu giống như các nhà tư bản.","Đúng, vì họ đã giàu và không còn là những người vô sản như trước.","Sai, vì cái mà họ được hưởng ít hơn các nhà tư bản.","Sai, vì họ vẫn phải bán sức lao động cho nhà tư bản để kiếm sống và bị bóc lột tinh vi hơn.",,4,30,
Quan điểm nào dưới đây không đúng về giai cấp công nhân hiện nay?,Multiple Choice,Làm việc trong môi trường kinh tế tri thức.,Đòi hỏi năng lực sáng tạo nhiều hơn.,Phải huy động trí tuệ vào sản xuất nhiều hơn là sức lao động cơ bắp.,Bị bóc lột ít hơn công nhân truyền thống.,,4,30,
Nội dung nào sau đây không phải là biện pháp điều hoà mâu thuẫn và xung đột xã hội của giai cấp tư sản?,Multiple Choice,Áp dụng phương thức quản lí mới.,Thực hiện chế độ cổ phần hóa.,Trợ cấp thất nghiệp cho công nhân.,Dừng bóc lột giá trị thặng dư.,,4,30,
"Điền từ ngữ thích hợp vào chỗ trống: ""Giai cấp công nhân Việt Nam là một lực lượng ..... to lớn, đang phát triển, bao gồm những người lao động ..... và ....., làm công hưởng lương trong các loại hình sản xuất kinh doanh và dịch vụ công nghiệp hoặc sản xuất, kinh doanh, dịch vụ có tính chất công nghiệp"" (Hội nghị lần thứ sáu của Ban Chấp hành Trung ương khóa X).",Multiple Choice,"chính trị, chân tay, trí óc.","chính trị, cơ bắp, trí tuệ.","xã hội, cơ bắp, trí tuệ.","xã hội, chân tay, trí óc.",,4,30,
Giai cấp công nhân Việt Nam ra đời gắn liền với,Multiple Choice,chính sách ngu dân của thực dân Pháp ở Việt Nam.,chính sách chia để trị của thực dân Pháp ở Việt Nam.,chính sách khai thác thuộc địa của thực dân Pháp ở Việt Nam.,chính sách khai hóa văn minh của thực dân Pháp ở Việt Nam.,,3,30,
"Cuối thế kỉ XIX - đầu thế kỉ XX, giai cấp công nhân Việt Nam có lợi ích đối kháng trực tiếp với",Multiple Choice,tư sản Việt Nam.,thực dân Pháp.,bè lũ tay sai của thực dân Pháp.,địa chủ Việt Nam.,,2,30,
"Sinh ra và lớn lên ở một nước thuộc địa nửa phong kiến, dưới ách thống trị của thực dân Pháp, giai cấp công nhân Việt Nam",Multiple Choice,phát triển nhanh.,có trình độ cao.,phát triển chậm.,có lực lượng vô cùng đông đảo.,,3,30,
Đặc trưng chính trị ưu trội của công nhân Việt Nam không chỉ thể hiện ở ý thức giai cấp và lập trường chính trị mà còn thể hiện,Multiple Choice,tinh thần giai cấp.,tinh thần dân tộc.,tinh thần lao động.,ý thức tổ chức kỉ luật.,,2,30,
Nguyên nhân nào dưới đây tạo thành động lực thúc đẩy đoàn kết giai cấp gắn liền với đoàn kết dân tộc trong mọi thời kì đấu tranh cách mạng ở Việt Nam?,Multiple Choice,Lợi ích dân tộc tách rời lợi ích giai cấp công nhân.,Lợi ích giai cấp công nhân và lợi ích dân tộc gắn chặt với nhau.,Lợi ích giai cấp công nhân cao hơn lợi ích dân tộc.,Toàn thể dân tộc tập trung giải quyết vấn đề lợi ích của giai cấp công nhân.,,2,30,
Nội dung nào dưới đây là lí do quyết định giai cấp công nhân Việt Nam sớm trở thành lực lượng chính trị độc lập và giữ vai trò lãnh đạo cách mạng?,Multiple Choice,Có mối quan hệ gắn bó với nông dân.,Hình thành được chính đảng thực sự cách mạng.,Kế thừa truyền thống yêu nước bất khuất của dân tộc.,Có số lượng đông và đi đầu trong các cuộc đấu tranh.,,2,30,
"Tham gia phát triển nền kinh tế thị trường hiện đại, định hướng xã hội chủ nghĩa, lấy khoa học - công nghệ làm động lực quan trọng, quyết định tăng năng suất lao động, chất lượng và hiệu quả là nội dung sứ mệnh của giai cấp công nhân Việt Nam hiện nay trên phương diện",Multiple Choice,Chính trị - xã hội.,tư tưởng.,văn hóa.,kinh tế.,,4,30,
"Giữ vững bản chất giai cấp công nhân của Đảng, vai trò tiên phong, gương mẫu của cán bộ đảng viên, tăng cường xây dựng, chỉnh đốn Đảng là những nội dung chính yếu, nổi bật, thể hiện sứ mệnh lịch sử giai cấp công nhân trên phương diện",Multiple Choice,kinh tế.,văn hóa.,tư tưởng.,chính trị - xã hội.,,4,30,
"Xây dựng và phát triển nền văn hóa Việt Nam tiên tiến, đậm đà bản sắc dân tộc là nội dung thể hiện sứ mệnh lịch sử hiện nay của giai cấp công nhân Việt Nam trên phương diện",Multiple Choice,chính trị,xã hội,"văn hóa, tư tưởng",kinh tế,,3,30,
